0,1
179,13
13,152
179,152
152,212
179,212
179,47
152,47
179,20
13,20
179,163
13,163
179,239
152,239
13,204
179,204
152,34
13,34
13,214
179,214
152,167
179,167
179,167
13,167
13,80
152,80
179,147
152,147
152,267
179,267
13,231
152,231
152,94
13,94
179,225
13,225
179,106
13,106
152,58
13,58
179,53
13,53
152,20
13,20
152,126
13,126
152,247
179,247
13,43
179,43
13,2
152,2
152,92
179,92
152,244
179,244
152,222
13,222
152,127
179,127
13,57
152,57
13,218
179,218
13,158
179,158
13,43
179,43
152,66
13,66
152,164
179,164
13,223
152,223
179,6
152,6
179,199
13,199
179,90
152,90
13,48
179,48
152,104
13,104
152,8
13,8
152,69
13,69
179,97
13,97
152,21
13,21
179,100
13,100
152,159
179,159
179,234
152,234
13,116
152,116
179,123
152,123
13,204
179,204
13,89
179,89
179,134
152,134
152,95
13,95
179,56
13,56
152,25
179,25
179,209
13,209
152,37
179,37
13,184
152,184
13,112
152,112
179,83
13,83
152,11
179,11
179,124
152,124
152,13
13,13
152,180
13,180
13,163
179,163
179,185
13,185
152,196
13,196
179,51
152,51
13,209
152,209
179,78
13,78
152,155
179,155
13,122
152,122
152,2
13,2
179,146
13,146
179,40
13,40
152,48
179,48
179,143
13,143
13,53
179,53
179,2
13,2
13,97
152,97
179,37
152,37
152,146
179,146
179,188
152,188
13,56
152,56
179,118
13,118
152,174
179,174
179,88
13,88
152,192
13,192
152,75
13,75
179,129
13,129
152,60
179,60
13,133
152,133
179,49
152,49
13,69
152,69
152,165
13,165
13,150
179,150
179,182
13,182
179,25
152,25
13,124
179,124
152,150
179,150
152,9
13,9
179,71
152,71
179,165
13,165
13,24
152,24
152,9
179,9
13,134
179,134
13,108
152,108
179,19
13,19
13,105
152,105
179,45
152,45
152,27
13,27
179,91
13,91
152,86
179,86
152,146
13,146
179,97
13,97
13,78
152,78
179,102
152,102
179,101
13,101
13,125
179,125
179,51
152,51
179,43
13,43
152,54
13,54
179,155
152,155
179,80
13,80
13,138
152,138
179,42
152,42
179,13
152,13
179,30
13,30
152,137
179,137
179,81
152,81
13,49
152,49
13,65
152,65
179,35
13,35
152,62
179,62
13,21
179,21
13,14
179,14
179,70
13,70
152,126
179,126
152,17
179,17
13,103
152,103
152,7
13,7
179,107
13,107
